y_pred_proba,y_true
0.7518599,1
0.80428725,1
0.6968523,1
0.71939313,1
0.7768176,1
0.84314847,1
0.8445078,1
0.8197714,1
0.8727129,1
0.5352949,1
0.8523579,1
0.75560665,1
0.85824704,1
0.29352447,0
0.51345426,0
0.8036854,0
0.6241808,1
0.72427976,1
0.75678694,1
0.6553478,1
0.41417068,1
0.8542132,1
0.8362138,1
0.8542778,0
0.830863,0
0.28355932,1
0.27959055,1
0.58932537,1
0.7584468,1
0.8066293,1
0.83270234,0
0.8577896,0
0.6973614,1
0.80375457,0
0.80031055,0
0.7413138,0
0.8406121,1
0.6499021,1
0.5079645,1
0.8600836,1
0.59623516,0
0.73126274,0
0.7827268,1
0.43391505,0
0.39377007,0
0.8543835,1
0.8062154,1
0.8595528,1
0.77521145,1
0.72222805,1
0.39238554,1
0.608361,0
0.4423104,0
0.8369128,1
0.21682864,0
0.87144023,1
0.8795835,1
0.8309239,1
0.8666999,1
0.19110127,0
0.3442605,0
0.75061005,1
0.6094182,0
0.69085735,1
0.16407986,0
0.7706671,1
0.14748102,0
0.54527336,1
0.15591918,0
0.8527615,1
0.37860233,0
0.22255588,0
0.7811564,1
0.834063,1
0.72324616,1
0.8487185,1
0.3206776,0
0.8090643,0
0.41700354,1
0.40225127,1
0.48149887,1
0.7848056,1
0.69266295,1
0.5467359,0
0.56560767,1
0.8573069,1
0.77095276,0
0.7823361,1
0.8655886,1
0.80556923,1
0.7270337,1
0.38280645,0
0.5265617,1
0.66924083,1
0.78347397,0
0.70863163,0
0.7580235,1
0.4241697,1
0.24538085,1
0.791577,1
0.39107656,1
0.750675,1
0.27516937,1
0.5006637,0
0.4028851,0
0.6502738,0
0.80337584,0
0.43807015,0
0.83298737,1
0.48264778,0
0.7251957,1
0.7137628,1
0.859113,1
0.8363864,1
0.73355246,1
0.8458752,1
0.7720782,1
0.8308863,1
0.5412837,0
0.490002,1
0.66076005,0
0.64011043,0
0.45046324,0
0.68364096,1
0.5686938,1
0.8287652,1
0.8698409,1
0.86814857,1
0.816674,1
0.84810996,1
0.8376394,1
0.23593998,0
0.81781375,1
0.3845439,1
0.8117202,1
0.829304,1
0.77470857,1
0.85425496,1
0.3151306,1
0.18933055,0
0.27563265,0
0.2719255,0
0.2058787,0
0.87107575,1
0.39437965,1
0.76713383,1
0.27622432,0
0.7297305,0
0.35223457,0
0.8019309,1
0.2897208,0
0.8166352,1
0.8656951,1
0.22937387,0
0.20557262,0
0.20492643,0
0.8516136,1
0.8495914,1
0.80048156,1
0.8397253,1
0.43729755,0
0.86410856,1
0.848831,1
0.79767966,1
0.6101611,0
0.83853424,1
0.38106772,0
0.8758799,1
0.8667883,1
0.77807695,1
0.82719296,1
0.23169342,0
0.81111115,0
0.8131201,1
0.30391926,1
0.23466909,0
0.2578816,0
0.40929228,1
0.86974937,1
0.26398727,0
0.5876825,1
0.8578938,1
0.85480976,1
0.41369048,1
0.7688948,1
0.8711992,1
0.17597131,0
0.24085635,0
0.7809181,1
0.7602328,0
0.83216107,1
0.8347326,1
0.23748398,0
0.8425947,1
0.6879769,0
0.19048183,0
0.8486708,1
0.20519878,0
0.8331155,1
0.8657522,1
0.43733385,0
0.7852923,0
0.8488548,1
0.26437014,0
0.806772,1
0.7944397,1
0.87243,1
0.88167495,1
0.88008815,1
0.8532948,1
0.8202213,1
0.8447387,1
0.8451431,1
0.7824844,1
0.80139846,1
0.8717305,1
0.8756574,1
0.8749695,1
0.833649,1
0.8266883,1
0.83252025,1
0.85830945,1
0.8022786,1
0.8206292,1
0.85571545,1
0.64756453,1
0.82384545,1
0.306437,1
0.47588354,1
0.23982975,0
0.85616416,1
0.39644247,0
0.8723007,1
0.44186065,0
0.33931962,1
0.8501634,1
0.88829327,1
0.8632183,1
0.87648326,1
0.87493545,1
0.878376,1
0.8720099,1
0.8763909,1
0.862753,1
0.86009,1
0.8789403,1
0.87442,1
0.8561742,1
0.8709928,1
0.88391644,1
0.61343163,1
0.8666308,1
0.8655688,1
0.37703758,0
0.8641312,1
0.21919696,0
0.20458335,0
0.84551185,1
0.52622104,0
0.44158924,0
0.8713962,1
0.5370775,0
0.4091951,0
0.8770123,1
0.69372433,0
0.4538489,0
0.7362666,1
0.85546863,1
0.8707696,1
0.59977514,0
0.38649482,0
0.5075954,0
0.8462966,1
0.2987334,0
0.25205374,0
0.35228148,1
0.8512527,1
0.8805859,1
0.23125786,0
0.8803622,1
0.87897825,1
0.8698762,1
0.27415225,0
0.8759627,1
0.8072463,1
0.20594306,0
0.20592673,0
0.20118472,0
0.7702354,1
0.8261771,1
0.7758837,1
0.52418137,0
0.88615143,1
0.87675273,1
0.2690142,0
0.56705374,1
0.17173986,0
0.83188903,1
0.37237173,0
0.7924761,1
0.846837,1
0.85586846,1
0.2985304,1
0.46690682,1
0.8702897,1
0.38186345,0
0.33860976,0
0.83910537,1
0.7996255,1
0.87436354,1
0.44349444,0
0.8678706,1
0.77227354,1
0.8640745,1
0.23773259,0
0.45309243,0
0.75137085,0
0.7903852,1
0.8667126,1
0.86979795,1
0.86830384,1
0.8215831,1
0.85809016,1
0.37193996,1
0.8711267,1
0.6648928,1
0.37052688,0
0.8703205,1
0.8210099,1
0.86511457,1
0.806568,0
0.86319906,1
0.8759519,1
0.46476328,0
0.8687314,1
0.36198997,0
0.75768065,0
0.6292148,0
0.8808009,1
0.8906343,1
0.8850163,1
0.8863676,1
0.7805738,1
0.75147957,1
0.862795,1
0.33277825,1
0.5472298,1
0.58985966,1
0.8606047,1
0.83904934,1
0.71633404,1
0.8075247,1
0.1637414,0
0.17957315,0
0.83345044,1
0.8480079,1
0.8754328,1
0.20189233,0
0.25497797,0
0.4566581,0
0.86594373,1
0.5657663,0
0.87747407,1
0.8667526,1
0.8601924,1
0.59860146,0
0.88268584,1
0.20659864,0
0.28847292,0
0.29946736,0
0.8813731,1
0.87441236,1
0.29519597,0
0.83520484,1
0.8865419,1
0.87356764,1
0.28681675,0
0.85980296,1
0.75038815,1
0.8349413,1
0.3138944,0
0.81058836,1
0.8754296,1
0.841588,1
0.43977377,0
0.25262633,0
0.79021156,1
0.83894795,1
0.86697453,1
0.7675669,1
0.8787853,1
0.8664844,1
0.78969955,1
0.26914844,0
0.4353762,0
0.8683717,1
0.86705565,1
0.88286436,1
0.7876076,1
0.81444645,1
0.68441993,1
0.8471002,1
0.8139186,1
0.7815628,1
0.7744304,1
0.77308166,1
0.7179753,1
0.8728358,1
0.46091306,0
0.21033412,0
0.49020118,1
0.8719422,1
0.773153,1
0.58948314,1
0.26592845,1
0.8557282,1
0.7041506,1
0.55670124,1
0.23621972,1
0.33748463,0
0.317217,0
0.8161328,1
0.56070286,1
0.86603844,1
0.8641313,1
0.56930184,0
0.64883775,0
0.8648906,1
0.87113667,1
0.81391263,1
0.84136075,1
0.22984241,1
0.80541503,1
0.87271637,1
0.87624955,1
0.8739493,1
0.4504075,0
0.22944903,0
0.25163203,0
0.77102286,1
0.87831044,1
0.6233352,1
0.79397416,1
0.87195456,1
0.75202924,1
0.7212001,1
0.73996824,0
0.2679074,1
0.8819044,1
0.44287932,1
0.33030882,1
0.49792108,1
0.8239212,1
0.28023604,1
0.86920875,1
0.20256546,1
0.29822063,0
0.6166927,0
0.20449993,0
0.28255123,0
0.31207076,0
0.62336355,1
0.29938957,0
0.18635856,0
0.5208568,1
0.81494033,1
0.31034592,0
0.6258787,1
0.8536397,0
0.72820675,1
0.8098672,1
0.59310234,1
0.81137943,1
0.8693565,1
0.60973614,0
0.77251935,1
0.579098,1
0.27128947,0
0.64534855,1
0.8304441,1
0.63993025,1
0.62611616,1
0.8592136,1
0.792573,1
0.8317743,1
0.79953057,1
0.87367684,0
0.4677999,1
0.34609073,1
