y_pred_proba,y_true
0.90589964,0
0.91888845,1
0.8989034,1
0.8634503,0
0.89875907,1
0.89602065,1
0.8943855,1
0.7228778,0
0.901921,1
0.91210634,1
0.9045066,1
0.9136069,1
0.89583474,1
0.9121091,1
0.9104594,0
0.90888244,1
0.87844336,1
0.89475644,1
0.8884145,1
0.88836044,1
0.8211433,1
0.8384309,1
0.87966233,1
0.8545005,1
0.5968608,0
0.43925458,0
0.43398964,0
0.9057985,1
0.6542038,1
0.91342354,1
0.8827786,1
0.6828672,0
0.90295964,1
0.90560675,1
0.49064475,0
0.847625,1
0.9175585,1
0.8998946,1
0.2808182,0
0.9025341,1
0.17852308,0
0.89688295,1
0.9056246,1
0.8925162,1
0.9145261,1
0.8907011,1
0.31109256,0
0.8836878,1
0.91012543,1
0.25079578,0
0.544006,0
0.9109855,1
0.88841003,1
0.9113139,1
0.88324136,1
0.9160835,1
0.89703256,1
0.9175099,1
0.18260726,0
0.9098197,1
0.91124976,1
0.6844477,0
0.90625566,1
0.88818705,0
0.9099032,1
0.9147585,1
0.9135029,1
0.58120793,0
0.90578276,1
0.9067348,1
0.91396874,1
0.9145622,1
0.90306026,1
0.90962934,1
0.9134574,1
0.914611,1
0.8987368,1
0.9164867,1
0.9067855,1
0.91003877,1
0.18454629,0
0.9063268,1
0.66872555,1
0.88771045,0
0.9131196,1
0.85883296,1
0.89984685,1
0.829664,1
0.85426056,1
0.8523025,1
0.8968297,1
0.8979717,0
0.90788305,1
0.9053282,1
0.8556176,1
0.3749904,0
0.8257977,1
0.91562235,1
0.9100966,1
0.8307166,1
0.8856673,1
0.90567976,1
0.901002,1
0.6153125,1
0.8879885,1
0.91321874,1
0.9109275,1
0.9047187,1
0.91177833,1
0.8998479,1
0.47391126,1
0.6200294,1
0.91261315,1
0.89727473,1
0.9142245,1
0.9177957,1
0.9123907,1
0.89788365,1
0.91159993,1
0.9107592,1
0.91107625,1
0.90282613,1
0.74097705,1
0.83461213,1
0.22951041,0
0.911165,1
0.46018204,0
0.91176707,1
0.1582618,0
0.14836842,0
0.9056185,1
0.768191,1
0.6399266,0
0.3611812,0
0.90685683,1
0.7897435,1
0.77830493,1
0.8931734,1
0.9040791,1
0.9132982,1
0.8969824,1
0.7370633,1
0.8174071,1
0.9098435,1
0.91765183,1
0.89214665,1
0.7647001,1
0.5890698,0
0.26078725,0
0.52771014,0
0.9132991,1
0.1605885,0
0.8975714,1
0.1877613,0
0.18012562,0
0.51369816,1
0.7114271,0
0.89158535,1
0.17595184,1
0.9036174,1
0.24913035,0
0.88820374,1
0.16355716,0
0.9079672,1
0.8647924,0
0.19811693,1
0.842058,1
0.16321225,0
0.5188599,0
0.8922148,1
0.9091716,1
0.38891372,0
0.8175758,1
0.8506368,1
0.30948338,0
0.89371353,1
0.86793435,0
0.9089531,1
0.89472073,1
0.8997688,1
0.52375257,1
0.9044387,1
0.90505266,1
0.90368396,1
0.79334986,1
0.89574665,1
0.90474546,1
0.629579,1
0.22976044,0
0.86934686,1
0.1786471,0
0.8882627,1
0.17419815,1
0.14868101,0
0.9078192,1
0.90248483,1
0.15708444,0
0.15461503,0
0.5463372,1
0.6562866,1
0.21286033,0
0.91003793,1
0.7408222,1
0.19464864,0
0.8997719,1
0.7174887,0
0.79087675,0
0.16307656,0
0.8655852,1
0.7272913,1
0.90160316,1
0.90281445,1
0.8911971,1
0.8983239,1
0.91149503,1
0.8130343,0
0.9048104,1
0.18034257,0
0.26014683,1
0.89650077,1
0.77694136,0
0.8127503,1
0.7177096,1
0.7485253,1
0.9127807,1
0.8972682,1
0.9112364,1
0.8947122,1
0.9070048,1
0.4348178,0
0.8038262,0
0.91991484,1
0.9136446,1
0.6310125,0
0.20568244,0
0.18405463,0
0.8613556,0
0.8923232,0
0.7296953,0
0.9041264,1
0.21454175,1
0.40212017,0
0.87440366,0
0.40212017,1
0.88047737,0
0.86671245,0
0.89905006,1
0.530497,0
0.8962505,1
0.8261645,1
0.88343644,1
0.8943394,1
0.78986263,1
0.84142756,1
0.8914919,1
0.89342695,1
0.9012052,1
0.90167975,1
0.9094786,1
0.7666064,1
0.9110165,1
0.85075796,1
0.9001205,1
0.23071502,0
0.65013283,0
0.90185267,0
0.86155486,1
0.7935343,1
0.8721671,1
0.8596772,1
0.41869536,1
0.8902169,1
0.89663947,1
0.90417045,0
0.90047395,0
0.2739333,1
0.23590681,1
0.69761986,1
0.85494816,1
0.89518017,1
0.89518017,0
0.90955603,0
0.862631,1
0.90013736,0
0.8789538,0
0.862631,0
0.9007873,1
0.7313144,1
0.55740637,1
0.9092446,1
0.80897737,0
0.88010997,0
0.886755,1
0.5492421,0
0.48332438,0
0.9079733,1
0.8894297,1
0.90813684,1
0.8827875,1
0.8902167,1
0.5051321,1
0.78557426,0
0.45876247,0
0.906315,1
0.17033361,0
0.9124348,1
0.91084856,1
0.90061516,1
0.91011083,1
0.16873612,0
0.34108517,0
0.88876677,1
0.5460745,0
0.88882434,1
0.12042938,0
0.89395106,1
0.12157011,0
0.86588836,1
0.12823515,0
0.9038522,1
0.4209182,0
0.39882413,0
0.904154,1
0.9095385,1
0.856325,1
0.90257275,1
0.2715328,0
0.90092874,0
0.5043921,1
0.71848184,1
0.7814097,1
0.8863578,1
0.81148237,1
0.723131,0
0.7738737,1
0.90461236,1
0.8704954,0
0.8831746,1
0.8958549,1
0.8639369,1
0.8328697,1
0.61959547,0
0.5911318,1
0.8202249,1
0.8597372,0
0.8412018,0
0.8612969,1
0.5074246,1
0.2167695,1
0.86588204,1
0.32156396,1
0.87915033,1
0.22262363,1
0.43093267,0
0.33485603,0
0.8201446,0
0.8365058,0
0.43050772,0
0.89694643,1
0.5042437,0
0.85790604,1
0.86374414,1
0.8921109,1
0.8921809,1
0.8338743,1
0.8993289,1
0.88960123,1
0.89798975,1
0.8091875,0
0.7699503,1
0.7904263,0
0.8235134,0
0.6284602,0
0.84474856,1
0.7819518,1
0.9070861,1
0.911494,1
0.91094595,1
0.87667364,1
0.89972293,1
0.9104311,1
0.30004144,0
0.89831305,1
0.29807168,1
0.90840834,1
0.90301555,1
0.9037504,1
0.9044856,1
0.38847867,1
0.16383334,0
0.29487333,0
0.22242866,0
0.17977259,0
0.9085652,1
0.79826015,1
0.8852869,1
0.2991045,0
0.8994352,0
0.36519706,0
0.8886794,1
0.46690425,0
0.88979214,1
0.91424626,1
0.21295743,0
0.19470543,0
0.17115918,0
0.9166108,1
0.9094615,1
0.86683506,1
0.90325046,1
0.6593101,0
0.9162498,1
0.91626835,1
0.90188897,1
0.8632337,0
0.9013923,1
0.70434874,0
0.9124641,1
0.90583587,1
0.89165354,1
0.90323526,1
0.22715633,0
0.89288014,0
0.8907567,1
0.3644013,1
0.32399848,0
0.2853432,0
0.49809843,1
0.9117068,1
0.22750457,0
0.6580984,1
0.9007879,1
0.91181713,1
0.56889474,1
0.8768335,1
0.9031712,1
0.12994117,0
0.20649022,0
0.865592,1
0.89136857,0
0.9002061,1
0.9048694,1
0.21780503,0
0.90209097,1
0.8443285,0
0.15909751,0
0.90175253,1
0.17045641,0
0.90096414,1
0.9159652,1
0.6044116,0
0.88602626,0
0.8991952,1
0.19663498,0
0.89672637,1
0.90450156,1
0.91564703,1
0.91037357,1
0.913473,1
0.90902805,1
0.8913051,1
0.893302,1
0.89372545,1
0.86766285,1
0.89620954,1
0.91054875,1
0.91228855,1
0.9089227,1
0.9000783,1
0.88876814,1
0.89500445,1
0.9047956,1
0.89611906,1
0.891819,1
0.90181535,1
0.88621473,1
0.900012,1
0.3536924,1
0.48212478,1
0.17986225,0
0.90935934,1
0.41369987,0
0.9127692,1
0.33663845,0
0.51439285,1
0.9055724,1
0.91284585,1
0.9099348,1
0.9107962,1
0.9126127,1
0.9114925,1
0.9120484,1
0.90255946,1
0.9026176,1
0.8956217,1
0.9027045,1
0.896532,1
0.8937932,1
0.90099543,1
0.91428214,1
0.842554,1
0.9136003,1
0.90436536,1
0.2778496,0
0.9111278,1
0.1505365,0
0.14805093,0
0.9041923,1
0.7589728,0
0.50701284,0
0.906063,1
0.4675452,0
0.22264616,0
0.9099013,1
0.7724926,0
0.41304392,0
0.89776975,1
0.8965848,1
0.90325063,1
0.78007144,0
0.373026,0
0.4644339,0
0.9107395,1
0.3057336,0
0.17372619,0
0.35015643,1
0.9030578,1
0.91721016,1
0.16758922,0
0.91367674,1
0.9206575,1
0.91167617,1
0.17543402,0
0.915335,1
0.896079,1
0.18078713,0
0.18125425,0
0.18438476,0
0.86930543,1
0.88374573,1
0.86170846,1
0.49657226,0
0.9214683,1
0.914817,1
0.27328092,0
0.73245746,1
0.14852662,0
0.90689504,1
0.30200264,0
0.8973142,1
0.90454197,1
0.90331066,1
0.33862048,1
0.62354565,1
0.90767777,1
0.6044513,0
0.27189597,0
0.90563536,1
0.89757895,1
0.9046992,1
0.60964566,0
0.9063318,1
0.7459729,1
0.9168964,1
0.18320549,0
0.5710215,0
0.89434516,0
0.8999897,1
0.90293586,1
0.91210186,1
0.91222477,1
0.9002592,1
0.91138935,1
0.556008,1
0.9177677,1
0.77627444,1
0.21203606,0
0.91225994,1
0.899558,1
0.9082095,1
0.88854,0
0.91128737,1
0.916816,1
0.58600247,0
0.90989345,1
0.31259865,0
0.8708594,0
0.7791709,0
0.9152105,1
0.91639256,1
0.9152439,1
0.9153636,1
0.89812076,1
0.9014306,1
0.89786905,1
0.53433925,1
0.7083768,1
0.85716224,1
0.9093746,1
0.91454566,1
0.88289326,1
0.89962524,1
0.12549514,0
0.15230803,0
0.91293794,1
0.9103118,1
0.9118753,1
0.16506824,0
0.23571205,0
0.54020876,0
0.91090256,1
0.7294436,0
0.9061528,1
0.90174264,1
0.9045793,1
0.79357594,0
0.91928256,1
0.18642093,0
0.14587124,0
0.24068646,0
0.9132374,1
0.9074635,1
0.37481937,0
0.907516,1
0.9215751,1
0.9141759,1
0.20382556,0
0.89826494,1
0.89260787,1
0.89381474,1
0.35950738,0
0.8946302,1
0.91637516,1
0.8993381,1
0.57681,0
0.21905771,0
0.89194745,1
0.9014507,1
0.9047481,1
0.900248,1
0.9093206,1
0.90949696,1
0.8963979,1
0.28410167,0
0.55390245,0
0.90913,1
0.90779287,1
0.9130409,1
0.90300125,1
0.90982735,1
0.88935614,1
0.9052255,1
0.8891597,1
0.8858866,1
0.90411305,1
0.90137357,1
0.8551485,1
0.90692556,1
0.527517,0
0.21280114,0
0.6461523,1
0.9115463,1
0.8905095,1
0.5689525,1
0.24356279,1
0.9109518,1
0.8944315,1
0.7270777,1
0.19514787,1
0.36729342,0
0.44494638,0
0.8980663,1
0.81886524,1
0.91378194,1
0.9083971,1
0.843333,0
0.82795954,0
0.9081567,1
0.90079546,1
0.88670605,1
0.91255134,1
0.2135711,1
0.9060994,1
0.9137066,1
0.91571033,1
0.91411823,1
0.48457262,0
0.21845976,0
0.1871783,0
0.8707201,1
0.91562057,1
0.8746518,1
0.89785826,1
0.9171857,1
0.8540459,1
0.8522436,1
0.72476476,0
0.18746114,1
0.92305386,1
0.3376571,1
0.54427034,1
0.7221318,1
0.9026265,1
0.2887368,1
0.9116443,1
0.17491235,1
0.23876016,0
0.8410398,0
0.1669631,0
0.275467,0
0.46168688,0
0.83057797,1
0.24149774,0
0.1656756,0
0.7184121,1
0.899411,1
0.45122343,0
0.84573376,1
0.90839714,0
0.903128,1
0.9104441,1
0.8894509,1
0.9119673,1
0.91368395,1
0.8305432,0
0.8994046,1
0.87370104,1
0.7012146,0
0.8692749,1
0.90910304,1
0.84009624,1
0.87808806,1
0.9034996,1
0.8972195,1
0.89115685,1
0.8916294,1
0.9045713,0
0.6372735,1
0.34004092,1
